osmid,y,x,highway,street_count,junction,longitude,latitude,pop_male,pop_female,pop_total,households
4900465694,6.9971168,100.4687432,,1,,100.4687432,6.9971168,19,27,46,29
4900465695,6.99057,100.4762295,,1,,100.4762295,6.99057,18,20,38,21
4900465696,6.9986904,100.4622785,,1,,100.4622785,6.9986904,19,38,57,22
4900465707,7.0072982,100.4783271,,3,,100.4783271,7.0072982,22,24,46,23
4900465709,7.0004587,100.462256,,1,,100.462256,7.0004587,25,27,52,25
4900465711,7.0245936,100.4604187,,1,,100.4604187,7.0245936,22,24,46,23
4900465712,6.9905777,100.4673806,,3,,100.4673806,6.9905777,20,21,41,20
4900465714,6.9900457,100.4671185,,3,,100.4671185,6.9900457,21,19,40,16
4900465715,7.0134217,100.466817,,3,,100.466817,7.0134217,22,27,49,24
4900465716,7.0244464,100.4800998,,1,,100.4800998,7.0244464,29,22,51,26
4900465717,7.0178582,100.4918536,,3,,100.4918536,7.0178582,30,19,49,31
4900465922,7.0219107,100.4703208,,3,,100.4703208,7.0219107,24,21,45,30
4900465949,7.0025218,100.4803742,,4,,100.4803742,7.0025218,23,9,32,27
4900465967,6.9985962,100.4868002,,3,,100.4868002,6.9985962,25,30,55,26
4900465974,7.0167574,100.4644717,,1,,100.4644717,7.0167574,22,30,52,32
4900465977,6.9885522,100.4829758,,3,,100.4829758,6.9885522,22,36,58,21
4900465987,7.0240849,100.4612342,,1,,100.4612342,7.0240849,14,31,45,16
4900465989,7.0101087,100.470702,,3,,100.470702,7.0101087,20,34,54,14
4900465999,7.0066732,100.4767217,,3,,100.4767217,7.0066732,22,25,47,23
4900466002,7.0039098,100.4780711,,1,,100.4780711,7.0039098,19,28,47,26
4900466011,7.0298202,100.4789549,,1,,100.4789549,7.0298202,24,26,50,25
4900466012,7.0093961,100.4590449,,3,,100.4590449,7.0093961,21,21,42,19
4900466014,7.0012664,100.4657607,,3,,100.4657607,7.0012664,25,22,47,26
4900466017,6.9985509,100.4911057,,1,,100.4911057,6.9985509,20,15,35,22
4900466019,7.0182636,100.4942842,,1,,100.4942842,7.0182636,21,22,43,28
4900466223,7.0014239,100.4841602,,3,,100.4841602,7.0014239,24,16,40,29
4900466226,6.9970663,100.476439,,3,,100.476439,6.9970663,17,30,47,20
4900466227,6.992153,100.4758036,,3,,100.4758036,6.992153,29,26,55,18
4900466234,6.9951144,100.4874537,,3,,100.4874537,6.9951144,21,26,47,29
4900466240,6.9958688,100.48815,,1,,100.48815,6.9958688,20,25,45,19
4900466243,7.0053412,100.4683871,,3,,100.4683871,7.0053412,27,25,52,23
4900466244,7.0045156,100.4664065,,3,,100.4664065,7.0045156,23,15,38,23
4900466245,7.0034945,100.4651005,,3,,100.4651005,7.0034945,16,25,41,25
4900466247,7.0064994,100.4618592,,1,,100.4618592,7.0064994,18,22,40,26
4900466251,7.0130587,100.4591252,,3,,100.4591252,7.0130587,26,16,42,18
4900466254,7.019612,100.4971312,,3,,100.4971312,7.019612,21,15,36,20
4900466255,7.0148802,100.4754388,,1,,100.4754388,7.0148802,22,28,50,25
4900466256,7.0148889,100.4757671,,3,,100.4757671,7.0148889,21,25,46,23
4900466258,6.9890227,100.4701251,,3,,100.4701251,6.9890227,19,21,40,24
4900466270,6.9950743,100.4679479,,1,,100.4679479,6.9950743,23,18,41,25
4900466276,6.9999451,100.4621294,,1,,100.4621294,6.9999451,31,23,54,24
4900466280,6.994897,100.4616985,,1,,100.4616985,6.994897,28,34,62,22
4900466295,7.0127171,100.4706904,,3,,100.4706904,7.0127171,26,22,48,32
4900466297,7.0135386,100.4709912,,3,,100.4709912,7.0135386,16,32,48,24
4900466299,7.0145852,100.469441,,3,,100.469441,7.0145852,26,24,50,24
4900466300,7.0146258,100.4697814,,3,,100.4697814,7.0146258,18,27,45,26
4900466302,7.0148119,100.4710752,,3,,100.4710752,7.0148119,23,21,44,29
4900466303,7.0144757,100.4686558,,3,,100.4686558,7.0144757,28,33,61,23
4900466304,7.0145382,100.4690762,,3,,100.4690762,7.0145382,21,17,38,24
4900466305,7.0144165,100.4682074,,3,,100.4682074,7.0144165,27,22,49,23
4900466310,7.020745,100.4774545,,1,,100.4774545,7.020745,15,26,41,30
4900466313,7.0261649,100.4993447,,3,,100.4993447,7.0261649,24,26,50,24
4900466446,7.0200438,100.4732788,,1,,100.4732788,7.0200438,21,27,48,24
4900466448,7.007917,100.4752638,,4,,100.4752638,7.007917,15,18,33,19
4900490240,7.0127654,100.4591,,4,,100.4591,7.0127654,15,24,39,23
4902418325,6.9854663,100.466255,,3,,100.466255,6.9854663,21,26,47,23
4902418332,6.9851113,100.4655237,,3,,100.4655237,6.9851113,25,26,51,26
4902418333,6.9857833,100.4652854,,3,,100.4652854,6.9857833,25,23,48,30
4902418362,6.9849492,100.4651994,,3,,100.4651994,6.9849492,22,30,52,17
4902418363,6.9856756,100.4649308,,3,,100.4649308,6.9856756,28,25,53,31
4902418423,6.9867976,100.4657611,,1,,100.4657611,6.9867976,20,27,47,30
4902418471,6.9875784,100.4716761,,1,,100.4716761,6.9875784,19,30,49,25
4902418515,6.9866023,100.4688025,,1,,100.4688025,6.9866023,25,27,52,26
4902418531,6.985162,100.4664106,,1,,100.4664106,6.985162,23,28,51,21
4902418532,6.984946,100.4626504,,1,,100.4626504,6.984946,24,15,39,22
4919945019,7.0066403,100.4643798,,3,,100.4643798,7.0066403,27,19,46,25
4919946734,7.0052582,100.4636401,,1,,100.4636401,7.0052582,29,31,60,26
4919946741,7.006396,100.4632017,,3,,100.4632017,7.006396,18,24,42,23
5149825984,7.0090671,100.4786303,,4,,100.4786303,7.0090671,17,12,29,18
5460392224,7.0104322,100.4564053,,1,,100.4564053,7.0104322,23,23,46,23
5460392235,7.0125356,100.4573821,,3,,100.4573821,7.0125356,20,14,34,17
5460392236,7.0133052,100.4591385,,3,,100.4591385,7.0133052,21,30,51,19
5474394777,7.0084412,100.4556633,,1,,100.4556633,7.0084412,18,28,46,17
5474395582,6.995725,100.4871723,,3,,100.4871723,6.995725,24,26,50,21
5474395583,6.9948997,100.4883171,,3,,100.4883171,6.9948997,16,23,39,25
5474395587,6.9894615,100.4813803,,1,,100.4813803,6.9894615,29,22,51,24
5474395588,6.9897792,100.4804944,,1,,100.4804944,6.9897792,27,28,55,29
5474395589,6.9898189,100.4804001,,1,,100.4804001,6.9898189,22,19,41,27
5474395590,6.990007,100.4787571,,1,,100.4787571,6.990007,23,24,47,31
5474395591,6.9980808,100.47455,,3,,100.47455,6.9980808,19,23,42,25
5474395595,6.9973001,100.4727566,,1,,100.4727566,6.9973001,24,27,51,23
5474395596,6.9965847,100.473036,,1,,100.473036,6.9965847,20,32,52,24
6415501710,6.9970473,100.46575,,3,,100.46575,6.9970473,20,21,41,22
6420376579,7.0014602,100.4906187,,3,,100.4906187,7.0014602,16,25,41,30
6422302582,6.9983557,100.4818326,,3,,100.4818326,6.9983557,24,25,49,23
6422927097,7.0015974,100.4907153,,3,,100.4907153,7.0015974,19,26,45,27
6422927098,7.0015252,100.4908338,,4,,100.4908338,7.0015252,27,17,44,18
6487100755,6.9928387,100.4838016,,4,,100.4838016,6.9928387,16,32,48,26
6630248218,6.9980761,100.4885191,,3,,100.4885191,6.9980761,18,21,39,23
6634515717,7.0036893,100.4898086,,1,,100.4898086,7.0036893,20,25,45,34
6634515718,7.0037915,100.4845136,,1,,100.4845136,7.0037915,27,27,54,25
6634515719,7.00373,100.4837741,,3,,100.4837741,7.00373,16,28,44,21
6634523512,7.000724,100.490114,,3,,100.490114,7.000724,19,22,41,20
6634523513,7.0006029,100.4898625,,1,,100.4898625,7.0006029,24,24,48,14
6634576436,7.0149037,100.4910103,,1,,100.4910103,7.0149037,25,25,50,24
6634630594,7.0105369,100.4703752,,3,,100.4703752,7.0105369,15,34,49,18
6634630595,7.0051402,100.4697016,,1,,100.4697016,7.0051402,15,13,28,17
6634630596,7.01006,100.4702142,,4,,100.4702142,7.01006,23,25,48,25
6634630597,7.0050841,100.4693171,,3,,100.4693171,7.0050841,21,29,50,26
6634648309,7.0147109,100.4794878,,3,,100.4794878,7.0147109,27,33,60,36
6634655045,7.0124554,100.4776998,,1,,100.4776998,7.0124554,20,22,42,22
6634655051,7.0097174,100.4711362,,1,,100.4711362,7.0097174,21,22,43,26
6634656806,7.0118618,100.4784824,,3,,100.4784824,7.0118618,27,24,51,31
6634656807,7.0118364,100.4788132,,3,,100.4788132,7.0118364,24,23,47,28
6634718715,7.0229176,100.4822221,,3,,100.4822221,7.0229176,23,24,47,19
6634755646,7.0263678,100.5008686,,3,,100.5008686,7.0263678,13,26,39,23
6634755647,7.0263948,100.5001211,,1,,100.5001211,7.0263948,19,24,43,27
6634819000,7.0229401,100.4980459,,3,,100.4980459,7.0229401,14,15,29,25
6634880456,7.0235633,100.4761958,,1,,100.4761958,7.0235633,23,22,45,26
6634880457,7.0235622,100.4764732,,1,,100.4764732,7.0235622,21,25,46,23
6634880458,7.0235991,100.4766792,,1,,100.4766792,7.0235991,26,33,59,23
6634925539,7.0218188,100.4661544,,3,,100.4661544,7.0218188,17,28,45,24
6634925540,7.0217613,100.468255,,3,,100.468255,7.0217613,24,18,42,21
6634926818,7.0149333,100.4700915,,1,,100.4700915,7.0149333,17,28,45,23
6634926819,7.0145957,100.4671157,,3,,100.4671157,7.0145957,25,27,52,23
6634926820,7.0185636,100.4744969,,3,,100.4744969,7.0185636,20,17,37,24
6634926821,7.0146599,100.4677359,,1,,100.4677359,7.0146599,28,18,46,23
6634990420,7.0255315,100.4753552,,3,,100.4753552,7.0255315,25,26,51,29
6634990421,7.0253154,100.4740295,,3,,100.4740295,7.0253154,18,21,39,16
6634990422,7.0212592,100.4764636,,3,,100.4764636,7.0212592,28,21,49,21
6634990423,7.0213385,100.4770628,,1,,100.4770628,7.0213385,16,17,33,25
6636202692,6.9979181,100.4870027,,1,,100.4870027,6.9979181,23,29,52,24
6636332746,6.9979632,100.4731256,,3,,100.4731256,6.9979632,22,25,47,21
6636473934,6.9883691,100.4737797,,1,,100.4737797,6.9883691,23,20,43,30
6636512227,6.9897279,100.4793854,,1,,100.4793854,6.9897279,25,16,41,21
6636514652,6.9885054,100.4751587,,3,,100.4751587,6.9885054,25,23,48,26
6636716599,6.9999588,100.4912951,,1,,100.4912951,6.9999588,30,37,67,24
6636716600,6.9990354,100.4904075,,3,,100.4904075,6.9990354,28,35,63,24
6636716602,6.9991586,100.4914631,,3,,100.4914631,6.9991586,19,25,44,24
6636716603,6.9978531,100.4911198,,1,,100.4911198,6.9978531,21,23,44,23
6636840466,6.9900316,100.4656318,,3,,100.4656318,6.9900316,21,23,44,22
6636891346,7.0179127,100.4626769,,1,,100.4626769,7.0179127,17,32,49,33
6636975120,7.0074063,100.4537658,,3,,100.4537658,7.0074063,26,26,52,26
6636975122,7.0075874,100.4539865,,1,,100.4539865,7.0075874,26,21,47,23
6637201356,6.9991662,100.4657122,,3,,100.4657122,6.9991662,18,25,43,21
6731316373,7.0148625,100.4573411,,1,,100.4573411,7.0148625,16,15,31,29
6822890779,7.0102517,100.4677101,,3,,100.4677101,7.0102517,28,29,57,27
7179323095,7.0148912,100.4741889,,3,,100.4741889,7.0148912,20,23,43,21
7179323096,7.0149944,100.4745994,,1,,100.4745994,7.0149944,27,19,46,18
7194216498,7.0031573,100.4584389,,4,,100.4584389,7.0031573,26,23,49,32
8254104117,7.0204909,100.4831675,,1,,100.4831675,7.0204909,16,17,33,26
8348355063,7.0090305,100.4615029,,3,,100.4615029,7.0090305,20,30,50,21
8348355064,7.0086,100.461713,,1,,100.461713,7.0086,32,20,52,21
8348355065,7.0088747,100.4611667,,3,,100.4611667,7.0088747,19,21,40,28
8348355066,7.0084346,100.4613934,,1,,100.4613934,7.0084346,22,35,57,30
8348444496,7.0102144,100.4600521,,1,,100.4600521,7.0102144,26,26,52,19
8348684821,7.0164538,100.4897439,,1,,100.4897439,7.0164538,15,24,39,23
8348748939,7.0217513,100.4823671,,3,,100.4823671,7.0217513,18,26,44,18
8348748940,7.0218602,100.483283,,1,,100.483283,7.0218602,22,28,50,19
8348961008,7.0092661,100.4700538,,3,,100.4700538,7.0092661,21,26,47,26
8348961009,7.0094509,100.4711036,,3,,100.4711036,7.0094509,18,25,43,24
8349020071,7.0138489,100.4672086,,3,,100.4672086,7.0138489,21,28,49,27
8349020072,7.0139158,100.4677723,,1,,100.4677723,7.0139158,31,27,58,30
8349020076,7.014121,100.4671719,,3,,100.4671719,7.014121,10,30,40,27
8349020077,7.0141748,100.467651,,1,,100.467651,7.0141748,21,32,53,29
8349052655,7.0263021,100.4666448,,3,,100.4666448,7.0263021,19,35,54,23
8349052656,7.0264234,100.4676425,,1,,100.4676425,7.0264234,21,28,49,28
8359542886,6.9908788,100.4678427,,3,,100.4678427,6.9908788,20,25,45,30
8359542887,6.9908925,100.4682337,,3,,100.4682337,6.9908925,25,26,51,15
8359542888,6.990676,100.4678208,,3,,100.4678208,6.990676,18,28,46,21
8359542889,6.9907005,100.4682557,,3,,100.4682557,6.9907005,22,26,48,19
8360675868,7.0216729,100.4732353,,3,,100.4732353,7.0216729,24,21,45,21
8360675869,7.0220702,100.4731478,,1,,100.4731478,7.0220702,28,22,50,22
8360691824,7.0266584,100.47443,,1,,100.47443,7.0266584,24,25,49,23
8360691825,7.0267354,100.4750442,,3,,100.4750442,7.0267354,23,25,48,19
8360741883,6.9917054,100.4765632,,3,,100.4765632,6.9917054,19,20,39,23
8360741886,6.9904119,100.4771387,,3,,100.4771387,6.9904119,25,25,50,29
8360741887,6.9902676,100.4771454,,1,,100.4771454,6.9902676,25,27,52,26
8360741889,6.9902465,100.4775659,,3,,100.4775659,6.9902465,22,22,44,27
8360741893,6.9899191,100.478309,,1,,100.478309,6.9899191,19,31,50,15
8360807203,7.0194086,100.4768185,,3,,100.4768185,7.0194086,25,24,49,22
8360807204,7.0194537,100.4774554,,1,,100.4774554,7.0194537,17,27,44,25
8360827888,7.0204499,100.4766729,,3,,100.4766729,7.0204499,18,21,39,30
8360827889,7.0204273,100.4774145,,1,,100.4774145,7.0204273,25,24,49,18
8360838918,7.0223191,100.4770427,,1,,100.4770427,7.0223191,19,19,38,25
8363189524,6.9950411,100.4666209,,1,,100.4666209,6.9950411,17,27,44,22
8363189525,6.994583,100.4666484,,4,,100.4666484,6.994583,16,24,40,24
8363189526,6.9940896,100.4666531,,3,,100.4666531,6.9940896,25,22,47,17
8363189527,6.9949569,100.466356,,1,,100.466356,6.9949569,14,36,50,21
8363189528,6.9945767,100.4663916,,4,,100.4663916,6.9945767,21,22,43,23
8363189529,6.9948378,100.4660809,,1,,100.4660809,6.9948378,25,20,45,33
8363189530,6.9945582,100.4661063,,4,,100.4661063,6.9945582,18,28,46,26
8363189531,6.9942113,100.4660989,,1,,100.4660989,6.9942113,21,24,45,13
8363189532,6.99426,100.4663792,,1,,100.4663792,6.99426,17,27,44,32
8363189533,6.9950296,100.4668347,,1,,100.4668347,6.9950296,18,24,42,20
8363189534,6.9942476,100.4668175,,1,,100.4668175,6.9942476,21,21,42,20
8363189535,6.9948187,100.4659269,,1,,100.4659269,6.9948187,14,26,40,17
8363189536,6.9945509,100.4659659,,4,,100.4659659,6.9945509,20,23,43,23
8363189537,6.9942888,100.4659649,,1,,100.4659649,6.9942888,20,24,44,23
8363289258,7.0207166,100.4761733,,1,,100.4761733,7.0207166,28,26,54,26
8363289259,7.0200387,100.4763305,,3,,100.4763305,7.0200387,24,23,47,17
8363308287,7.0086135,100.47932,,3,,100.47932,7.0086135,27,30,57,17
8363308288,7.0086209,100.4795865,,3,,100.4795865,7.0086209,31,19,50,14
8363308289,7.0087297,100.4801772,,1,,100.4801772,7.0087297,20,24,44,24
8363308291,7.0085453,100.4802608,,1,,100.4802608,7.0085453,21,23,44,29
8363316256,6.9941832,100.4758592,,3,,100.4758592,6.9941832,22,27,49,31
8363316257,6.993565,100.4751353,,1,,100.4751353,6.993565,20,30,50,16
8363355368,7.0029413,100.4851622,,3,,100.4851622,7.0029413,28,26,54,26
8363380547,6.9917986,100.4731137,,3,,100.4731137,6.9917986,22,28,50,26
8363380548,6.9914958,100.4726046,,1,,100.4726046,6.9914958,22,32,54,30
8363380549,6.9922839,100.4724162,,1,,100.4724162,6.9922839,25,18,43,24
8363380550,6.9917149,100.4729401,,3,,100.4729401,6.9917149,20,31,51,18
8363380551,6.9918471,100.4728184,,3,,100.4728184,6.9918471,24,30,54,20
8363380552,6.9917088,100.472602,,1,,100.472602,6.9917088,15,21,36,21
8363391536,7.0224827,100.4761661,,3,,100.4761661,7.0224827,36,25,61,23
8363391537,7.0226223,100.4770249,,1,,100.4770249,7.0226223,12,25,37,25
8364261453,7.0224587,100.4753127,,3,,100.4753127,7.0224587,25,18,43,25
8364261455,7.0221282,100.4758363,,3,,100.4758363,7.0221282,23,16,39,18
8523287979,7.0081726,100.4873313,,1,,100.4873313,7.0081726,30,27,57,22
8523307708,7.0095651,100.4700595,,3,,100.4700595,7.0095651,18,24,42,22
8523314741,7.0058558,100.4837398,,1,,100.4837398,7.0058558,27,20,47,20
8523314742,7.0053985,100.4837655,,3,,100.4837655,7.0053985,25,22,47,19
8523321638,7.0032763,100.4838523,,3,,100.4838523,7.0032763,23,34,57,21
8523326825,7.0063371,100.4816036,,3,,100.4816036,7.0063371,28,22,50,23
8523326826,7.006684,100.4815503,,3,,100.4815503,7.006684,30,26,56,23
8523328981,7.0084701,100.4820755,,1,,100.4820755,7.0084701,33,35,68,21
8523328986,7.0083313,100.4813212,,3,,100.4813212,7.0083313,23,22,45,21
8523328987,7.0084994,100.4832208,,1,,100.4832208,7.0084994,25,26,51,20
8523328990,7.0082498,100.4839734,,1,,100.4839734,7.0082498,22,21,43,30
8523328991,7.008824,100.4839976,,3,,100.4839976,7.008824,22,25,47,21
8523329815,7.0089959,100.4706272,,1,,100.4706272,7.0089959,22,30,52,23
8523329816,7.0088778,100.4701216,,3,,100.4701216,7.0088778,27,27,54,22
8523333971,7.0081934,100.473946,,1,,100.473946,7.0081934,26,28,54,33
8523333972,7.0086454,100.4738754,,3,,100.4738754,7.0086454,23,26,49,19
8523334139,7.0076557,100.4729263,,3,,100.4729263,7.0076557,16,16,32,21
8523334169,7.0126785,100.4691339,,3,,100.4691339,7.0126785,21,30,51,17
8523334172,7.0132931,100.4690713,,3,,100.4690713,7.0132931,18,30,48,24
8523334173,7.0126832,100.468759,,3,,100.468759,7.0126832,17,23,40,21
8523334176,7.0132515,100.46871,,3,,100.46871,7.0132515,17,24,41,17
8523343957,7.0141298,100.4681743,,1,,100.4681743,7.0141298,25,30,55,26
8523343958,7.0135982,100.4682451,,3,,100.4682451,7.0135982,22,24,46,17
8523344319,7.0060549,100.471297,,3,,100.471297,7.0060549,22,24,46,19
8523363323,7.0155441,100.4673555,,1,,100.4673555,7.0155441,19,16,35,17
8523363326,7.0156877,100.4669821,,3,,100.4669821,7.0156877,32,26,58,22
8523405554,7.0177956,100.4741288,,1,,100.4741288,7.0177956,29,19,48,25
8523405555,7.0180006,100.474675,,3,,100.474675,7.0180006,19,22,41,27
8523406712,7.0117565,100.4730056,,1,,100.4730056,7.0117565,23,31,54,17
8523406713,7.0110379,100.4731558,,3,,100.4731558,7.0110379,29,24,53,27
8523431061,7.0098637,100.4762202,,1,,100.4762202,7.0098637,16,34,50,19
8523431062,7.0104208,100.4761966,,3,,100.4761966,7.0104208,32,25,57,20
8523431063,7.0098171,100.475826,,1,,100.475826,7.0098171,17,25,42,26
8523431064,7.0104852,100.4759292,,3,,100.4759292,7.0104852,24,26,50,22
8523449429,7.0102783,100.482506,,1,,100.482506,7.0102783,21,32,53,21
8523449430,7.0105927,100.4824839,,3,,100.4824839,7.0105927,23,22,45,30
8523461356,7.0145688,100.4739297,,3,,100.4739297,7.0145688,24,31,55,29
8523461357,7.0151543,100.473724,,3,,100.473724,7.0151543,25,27,52,21
8523748243,7.0189509,100.4792525,,1,,100.4792525,7.0189509,21,20,41,27
8523748245,7.0181177,100.479705,,3,,100.479705,7.0181177,17,16,33,37
8523765860,7.0145205,100.4942004,,1,,100.4942004,7.0145205,17,29,46,24
8523765861,7.0141122,100.4941687,,3,,100.4941687,7.0141122,21,24,45,14
8523766367,7.014997,100.4931141,,1,,100.4931141,7.014997,20,32,52,18
8523766368,7.0149851,100.4935977,,3,,100.4935977,7.0149851,19,26,45,22
8523772945,7.0141132,100.4916376,,1,,100.4916376,7.0141132,24,19,43,24
8523772946,7.0141881,100.4920324,,3,,100.4920324,7.0141881,19,27,46,22
8523777679,7.0134663,100.4875747,,1,,100.4875747,7.0134663,19,29,48,14
8523777680,7.0134915,100.4879463,,3,,100.4879463,7.0134915,18,23,41,28
8523781986,7.0165816,100.4941515,,1,,100.4941515,7.0165816,17,23,40,18
8523781992,7.0164588,100.4936788,,3,,100.4936788,7.0164588,20,27,47,30
8523801787,7.0171447,100.4930169,,1,,100.4930169,7.0171447,23,26,49,25
8523801789,7.0175715,100.4930699,,3,,100.4930699,7.0175715,24,20,44,20
8523801790,7.0168079,100.4929264,,1,,100.4929264,7.0168079,18,23,41,20
8523801794,7.0163326,100.4932226,,3,,100.4932226,7.0163326,22,25,47,23
8524008598,7.0243135,100.4721789,,3,,100.4721789,7.0243135,23,24,47,26
8524034231,7.0252661,100.4728065,,1,,100.4728065,7.0252661,26,23,49,28
8524034232,7.0252559,100.4723872,,3,,100.4723872,7.0252559,25,23,48,21
8524036349,7.024938,100.4808336,,1,,100.4808336,7.024938,23,25,48,21
8524036352,7.0250682,100.4802055,,3,,100.4802055,7.0250682,20,24,44,22
8524036353,7.0249023,100.481173,,1,,100.481173,7.0249023,26,25,51,15
8524036354,7.0250586,100.4817763,,3,,100.4817763,7.0250586,29,24,53,27
8524045200,7.0259446,100.4703657,,3,,100.4703657,7.0259446,25,20,45,18
8524045202,7.0256598,100.4711159,,3,,100.4711159,7.0256598,27,38,65,30
8524057336,7.0216106,100.4700768,,3,,100.4700768,7.0216106,22,31,53,25
8524057340,7.0217502,100.4690988,,3,,100.4690988,7.0217502,16,17,33,21
8524069686,7.0227993,100.4686637,,1,,100.4686637,7.0227993,21,27,48,28
8524089207,7.0222945,100.4697355,,1,,100.4697355,7.0222945,20,31,51,16
8524090700,7.016748,100.4884592,,1,,100.4884592,7.016748,17,19,36,17
8524090701,7.016863,100.4879042,,3,,100.4879042,7.016863,28,21,49,17
8524091694,7.0160246,100.4889829,,1,,100.4889829,7.0160246,15,27,42,24
8524091695,7.0164831,100.4890013,,3,,100.4890013,7.0164831,30,23,53,18
8524097355,7.0178033,100.4666857,,3,,100.4666857,7.0178033,25,28,53,13
8634014994,6.9972725,100.4654112,,3,,100.4654112,6.9972725,19,21,40,17
8634014997,6.9987555,100.4646297,,3,,100.4646297,6.9987555,23,19,42,26
8634015000,7.0001679,100.4638004,,3,,100.4638004,7.0001679,23,28,51,19
8634015001,7.0005794,100.4635755,,3,,100.4635755,7.0005794,15,28,43,17
8634015002,7.0012543,100.4633004,,4,,100.4633004,7.0012543,15,27,42,26
8634015003,7.0018549,100.4629874,,3,,100.4629874,7.0018549,22,29,51,24
8634015004,7.0022219,100.4627891,,3,,100.4627891,7.0022219,22,19,41,22
8634015005,7.0025777,100.4625983,,3,,100.4625983,7.0025777,18,20,38,18
8634015006,7.0032015,100.4622676,,4,,100.4622676,7.0032015,17,14,31,25
8634015007,7.0041793,100.461739,,3,,100.461739,7.0041793,20,20,40,28
8634015010,7.0072099,100.4600654,,3,,100.4600654,7.0072099,20,23,43,23
8634015011,7.0073298,100.460114,,3,,100.460114,7.0073298,15,14,29,20
8634015013,7.0054936,100.4610555,,3,,100.4610555,7.0054936,17,24,41,23
8634028428,6.9968656,100.4651693,,3,,100.4651693,6.9968656,26,23,49,20
8634028435,6.9969186,100.4652535,,3,,100.4652535,6.9969186,21,28,49,26
8634028436,6.9970021,100.4655529,,4,,100.4655529,6.9970021,24,28,52,25
8634028437,6.9969693,100.4654488,,4,,100.4654488,6.9969693,23,24,47,23
8634028438,6.9972276,100.4653395,,3,,100.4653395,6.9972276,24,28,52,29
8634028439,6.9969264,100.4655823,,3,,100.4655823,6.9969264,21,17,38,23
8634028440,6.9968995,100.4654687,,3,,100.4654687,6.9968995,13,25,38,26
8634028442,7.0050862,100.4612851,,4,,100.4612851,7.0050862,25,21,46,30
8634028443,7.005173,100.4612385,,4,,100.4612385,7.005173,18,19,37,24
8634028444,6.9990447,100.4644035,,3,,100.4644035,6.9990447,19,19,38,27
8634028445,7.0068399,100.460267,,3,,100.460267,7.0068399,15,21,36,22
8634028446,7.006869,100.4603438,,3,,100.4603438,7.006869,25,17,42,23
8634028447,7.0076974,100.4599224,,3,,100.4599224,7.0076974,18,24,42,25
8634028448,7.0106167,100.4583251,,3,,100.4583251,7.0106167,18,22,40,26
8634028449,7.0106633,100.4584036,,3,,100.4584036,7.0106633,18,31,49,17
8634028450,7.0150818,100.455959,,3,,100.455959,7.0150818,14,14,28,19
8634028451,7.0151273,100.456038,,3,,100.456038,7.0151273,20,25,45,20
8634498202,7.0155341,100.4565731,,1,,100.4565731,7.0155341,13,19,32,23
8634498204,7.0154303,100.4558767,,3,,100.4558767,7.0154303,17,30,47,20
8634525189,7.0149625,100.4569005,,3,,100.4569005,7.0149625,26,23,49,25
8634525197,7.0150354,100.4561351,,3,,100.4561351,7.0150354,32,31,63,22
8634634705,7.0109725,100.4550429,,1,,100.4550429,7.0109725,15,24,39,28
8634635616,7.0202371,100.4537731,,3,,100.4537731,7.0202371,24,26,50,29
8634648991,7.0113796,100.45498,,1,,100.45498,7.0113796,20,33,53,25
8634648992,7.0116825,100.4549751,,3,,100.4549751,7.0116825,21,28,49,24
8634648993,7.0123225,100.45674,,1,,100.45674,7.0123225,22,32,54,24
8634661131,7.0101044,100.4585841,,3,,100.4585841,7.0101044,22,29,51,30
8634661137,7.0103098,100.4584803,,3,,100.4584803,7.0103098,19,19,38,23
8634671109,7.0098586,100.4587084,,3,,100.4587084,7.0098586,21,17,38,27
8634694712,7.0366697,100.5050788,,3,,100.5050788,7.0366697,18,23,41,18
8634694714,7.0367062,100.5036378,,3,,100.5036378,7.0367062,22,22,44,17
8634700670,7.0246318,100.4997141,,1,,100.4997141,7.0246318,25,28,53,22
8634700671,7.0245313,100.5001457,,3,,100.5001457,7.0245313,20,25,45,17
8634702947,7.0243392,100.4994628,,1,,100.4994628,7.0243392,25,24,49,15
8634706647,7.0172219,100.4511039,,3,,100.4511039,7.0172219,13,16,29,20
8634706662,7.0200916,100.4516298,,1,,100.4516298,7.0200916,14,23,37,18
8634724019,7.0174708,100.4523593,,1,,100.4523593,7.0174708,18,26,44,25
8634724024,7.0174944,100.4534133,,3,,100.4534133,7.0174944,17,31,48,16
8634724032,7.0172859,100.4538787,,3,,100.4538787,7.0172859,30,38,68,28
8634730506,7.0181246,100.4538481,,3,,100.4538481,7.0181246,17,17,34,20
8634730514,7.018288,100.4538413,,3,,100.4538413,7.018288,20,22,42,22
8634759752,7.0126671,100.4579592,,3,,100.4579592,7.0126671,25,22,47,16
8634759753,7.0123044,100.4578965,,3,,100.4578965,7.0123044,26,21,47,19
8634798737,7.0140593,100.4540284,,3,,100.4540284,7.0140593,29,21,50,22
8634798738,7.0140305,100.4534218,,1,,100.4534218,7.0140305,21,29,50,25
8634800051,7.0354246,100.5024621,,3,,100.5024621,7.0354246,19,32,51,22
8634895884,7.0358499,100.5048911,,3,,100.5048911,7.0358499,20,19,39,24
8635002841,7.0365311,100.5053899,,1,,100.5053899,7.0365311,16,26,42,20
8635015869,7.0034492,100.457136,,3,,100.457136,7.0034492,22,24,46,29
8635015875,7.0032801,100.4566482,,1,,100.4566482,7.0032801,18,25,43,23
