u,v,key,osmid,highway,name,oneway,reversed,length,bridge,lanes,maxspeed,ref,junction,access,tunnel,lanes_clean,capacity
3125684629,1174378892,0,1315837498,tertiary,ถนนนิพัทธ์อุทิศ 1,True,False,67.17885033579913,,3,,,,,,3.0,705.3779285258909
3125684630,617234535,0,40264696,tertiary,ถนนนิพัทธ์อุทิศ 2,True,False,35.63011400836988,,3,,,,,,3.0,374.11619708788373
3307259470,3307259471,0,155690397,residential,,False,False,6.99317317648232,,,,,,,,1.0,24.47610611768812
3307259470,1421020868,0,155690397,residential,,False,True,50.07604571086583,,,,,,,,1.0,175.26615998803038
3307259470,13347091083,0,155690779,residential,,False,False,92.07843818724965,,,,,,,,1.0,322.2745336553738
3307259471,3307259470,0,155690397,residential,,False,True,6.99317317648232,,,,,,,,1.0,24.47610611768812
3307259471,3307262847,0,323958660,secondary,ถนนศรีภูวนารถ,True,False,334.0537779015752,,,,,,,,1.0,1169.188222655513
3307262847,13421426884,0,1173586179,secondary,ถนนศรีภูวนารถ,True,False,21.064799321950723,,,,,,,,1.0,73.72679762682753
3307262847,985092779,0,1315837498,tertiary,ถนนนิพัทธ์อุทิศ 1,True,False,7.43411035157378,,3,,,,,,3.0,78.0581586915247
3307271116,1108909723,0,40264696,tertiary,ถนนนิพัทธ์อุทิศ 2,True,False,195.08496411808645,,3,,,,,,3.0,2048.392123239908
3307271116,3307271117,0,1173586182,secondary,ถนนศรีภูวนารถ,True,False,66.21144543251691,,,,,,,,1.0,231.74005901380917
3307271117,3307271142,0,"[323959572, 323959583]",secondary,ถนนศรีภูวนารถ,True,False,250.88879908428265,,,,,,,,1.0,878.1107967949893
3307271117,1196924393,0,1173586181,residential,ถนนนิพัทธ์อุทิศ 3,True,False,7.995416512995117,,3,,,,,,3.0,83.95187338644872
3307271142,947896982,0,81350004,residential,ถนนตันรัตนากร,False,False,110.51562269564604,,,,,,,,1.0,386.80467943476117
3307271142,947896976,0,81350004,residential,ถนนตันรัตนากร,False,True,6.53215720577384,,,,,,,,1.0,22.86255022020844
3307271142,3307277899,0,323964249,secondary,ถนนศรีภูวนารถ,True,False,113.23177954068676,,,,,,,,1.0,396.3112283924037
3307277899,1107773197,0,95532108,residential,ถนนศรีผดุงวิถี,True,False,117.55017154292044,,,,,,,,1.0,411.4256004002215
3307277899,1107773199,0,"[1173627706, 1223390438]",secondary,ถนนศรีภูวนารถ,True,False,111.35418576692788,,,,,,,,1.0,389.7396501842476
3307305334,3307277899,0,323964656,unclassified,,True,False,7.020296794418186,,,,,,,,1.0,24.571038780463653
3307305334,5474395591,0,323960908,secondary,ถนนศรีภูวนารถ,True,False,50.4239350157366,,,,,,,,1.0,176.4837725550781
3309949761,8523343958,0,324267161,tertiary,Thanon Prathanuthit,False,False,109.03925655624164,,,,,,,,1.0,381.63739794684574
3309949761,4900465715,0,498671527,tertiary,,False,False,49.79911592279418,,,,,,,,1.0,174.29690572977964
3309949761,8349020071,0,952598318,tertiary,ถนนรัถการ,False,False,40.91827293885772,,2,,,,,,2.0,286.427910572004
3309949761,4900465092,0,952598318,tertiary,ถนนรัถการ,False,True,44.11467643333054,,2,,,,,,2.0,308.80273503331375
3309949961,2506090118,0,324267126,tertiary,ถนนจุติอนุสรณ์,False,False,38.36784148124497,,,,,,,,1.0,134.2874451843574
3309949961,916327888,0,970311985,secondary,ถนนเพชรเกษม,True,False,43.840443385705775,,,,,,,,1.0,153.4415518499702
3376084911,3376091818,0,330615837,unclassified,,False,True,17.998659723134256,,,,,,,,1.0,62.9953090309699
3376084911,1123399489,0,"[684741338, 684740716]",unclassified,,False,True,17.542071829067623,,,,,,,,1.0,61.39725140173668
3376091818,3376091819,0,330615834,unclassified,,False,False,16.76762760910397,,,,,,,,1.0,58.6866966318639
3376091818,3376084911,0,330615837,unclassified,,False,False,17.998659723134256,,,,,,,,1.0,62.9953090309699
3376091818,2506088009,0,"[330615844, 330615829]",unclassified,,False,True,19.5136611878809,yes,,,,,,,1.0,68.29781415758315
3376091819,3376091818,0,330615834,unclassified,,False,True,16.76762760910397,,,,,,,,1.0,58.6866966318639
3376091819,3376084911,0,1257722736,unclassified,,True,False,25.091651530117083,,,,,,,,1.0,87.8207803554098
3614995932,916327945,0,96713523,tertiary,Niphat Songkaew 5,False,True,16.825276488263274,,,,,,,,1.0,58.88846770892146
3614995932,2507401011,0,65080343,secondary,ถนนเพชรเกษม,True,False,117.95224944930834,,,,,,,,1.0,412.8328730725792
3614995932,4900465371,0,96713523,tertiary,Niphat Songkaew 5,False,False,233.10670931321204,,,,,,,,1.0,815.8734825962422
4085816302,856214578,0,84842974,residential,ถนนนิพัทธ์อุทิศ 3,True,False,56.74547179979764,,3,,,,,,3.0,595.8274538978752
4085816302,2506086181,0,706104219,tertiary,ถนนศุภสารรังสรรค์,False,True,124.53149675609458,,2,,,,,,2.0,871.720477292662
4488358856,1123399535,0,452037066,residential,Thanon Supasarnrangsan Soi 6,False,True,78.74381364962261,,2,,,,,,2.0,551.2066955473583
4488358856,4488368090,0,452036923,residential,Soi 5 Suphasarnrangsan Road,False,False,53.07186398571692,,,,,,,,1.0,185.75152395000922
4488358856,4488358858,0,452036923,residential,Soi 5 Suphasarnrangsan Road,False,True,56.40328426692878,,,,,,,,1.0,197.41149493425073
4488358857,4488358858,0,452037067,residential,Thanon Supasarnrangsan Soi 8,False,False,94.67594720332625,,2,,,,,,2.0,662.7316304232837
4488358857,4488358858,1,452036923,residential,Soi 5 Suphasarnrangsan Road,False,False,141.01289939576134,,,,,,,,1.0,493.5451478851647
4488358857,1123399535,0,452036923,residential,Soi 5 Suphasarnrangsan Road,False,True,55.19847629107169,,,,,,,,1.0,193.19466701875092
4488358858,4488358857,0,452037067,residential,Thanon Supasarnrangsan Soi 8,False,True,94.67594720332625,,2,,,,,,2.0,662.7316304232837
4488358858,4488358857,1,452036923,residential,Soi 5 Suphasarnrangsan Road,False,True,141.01289939576134,,,,,,,,1.0,493.5451478851647
4488358858,4488358856,0,452036923,residential,Soi 5 Suphasarnrangsan Road,False,False,56.40328426692877,,,,,,,,1.0,197.4114949342507
4488366488,1123399683,0,243188225,residential,Soi 5 Suphasarnrangsan Road,False,True,105.7865342483512,,,,,,,,1.0,370.2528698692292
4488366488,1123399561,0,452036923,residential,Soi 5 Suphasarnrangsan Road,False,False,57.79316340392787,,,,,,,,1.0,202.27607191374756
4488366488,5149825984,0,452036923,residential,Soi 5 Suphasarnrangsan Road,False,True,38.08126642435958,,,,,,,,1.0,133.28443248525855
4488368090,1123399561,0,452036922,residential,Thanon Supasarnrangsan Soi 6,False,True,69.87593974598944,,2,,,,,,2.0,489.1315782219261
4488368090,1123399683,0,452036923,residential,Soi 5 Suphasarnrangsan Road,False,False,54.76264760819346,,,,,,,,1.0,191.66926662867712
4488368090,4488358856,0,452036923,residential,Soi 5 Suphasarnrangsan Road,False,True,53.07186398571692,,,,,,,,1.0,185.75152395000922
4501548849,1680668037,0,453417669,residential,Soi 4 Nhasathanee,False,False,35.791683036045114,,,,,,,,1.0,125.2708906261579
4501548849,4900466244,0,155690978,residential,,False,False,165.81023893605857,,,,,,,,1.0,580.335836276205
4501548849,2506085694,0,155690978,residential,,False,True,101.42442312379036,,,,,,,,1.0,354.9854809332663
4865270594,2508585573,0,243455285,residential,,False,False,32.88844409917857,,,,,,,,1.0,115.109554347125
4865270594,2508585253,0,"[700892576, 243455285]",residential,,False,True,440.2893216566582,,,,,,,,1.0,1541.0126257983038
4888861604,4888861612,0,497290266,residential,,True,False,15.048134667767904,,,,,,,,1.0,52.66847133718767
4888861604,2506090575,0,497290270,residential,,False,False,70.36305172688459,,,,,,,,1.0,246.27068104409608
4888861605,4888862222,0,497290260,residential,,True,False,12.413469593642777,,,,,,,,1.0,43.44714357774972
4888861605,2506089600,0,497290263,residential,Thanon Jirnakorn,False,False,74.95859398890579,,,,,,,,1.0,262.35507896117025
4888861608,2506089779,0,497290262,unclassified,,True,False,11.404910160267178,,,,,,,,1.0,39.917185560935124
4888861608,1115585857,0,497290261,residential,,True,False,7.8422329427025215,,,,,roundabout,,,1.0,27.447815299458824
4888861612,4888861620,0,497290261,residential,,True,False,10.90913246086324,,,,,roundabout,,,1.0,38.18196361302134
4888861618,4888861604,0,497290265,residential,,True,False,14.076890406129552,,,,,,,,1.0,49.26911642145343
4888861618,4888861612,0,497290261,residential,,True,False,7.956466210745885,,,,,roundabout,,,1.0,27.847631737610595
4888861620,4888861605,0,497290264,residential,,True,False,14.115263718260843,,,,,,,,1.0,49.40342301391295
4888861620,4888862222,0,497290261,residential,,True,False,5.459991972507614,,,,,roundabout,,,1.0,19.109971903776646
4888862222,4888861608,0,497290261,residential,,True,False,10.677202942667206,,,,,roundabout,,,1.0,37.37021029933522
4890611688,4890612290,0,243188687,residential,Thanon Rajuthit Soi  34,False,False,47.36941355763952,,,,,,,,1.0,165.7929474517383
4890611688,2506098193,0,243188687,residential,Thanon Rajuthit Soi  34,False,True,121.61759202706116,,,,,,,,1.0,425.6615720947141
4890611688,4890612870,0,497502854,residential,,False,False,101.86375569521412,,,,,,,,1.0,356.52314493324945
4890611715,1680666209,0,155690266,residential,,False,False,21.035195902030203,,,,,,,,1.0,73.62318565710571
4890611715,1680666077,0,155690266,residential,,False,True,44.42253926158841,,,,,,,,1.0,155.47888741555943
4890611715,4890612622,0,"[497502934, 497502935]",residential,,False,True,128.79086796769323,,,,,,,,1.0,450.7680378869263
4890611718,4890612848,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,45.46076722451594,,,,,,,,1.0,159.11268528580578
4890611718,4890612843,0,497502814,residential,Thanon Suthi Patchara,False,True,189.64849699073676,,,,,,,,1.0,663.7697394675787
4890612254,4890612815,0,497502870,residential,Soi 13 Suttihansa Road,False,True,41.10004841407181,,,,,,,,1.0,143.85016944925133
4890612258,4890612829,0,567178126,unclassified,,False,False,126.89116456377366,,,,,,,,1.0,444.1190759732078
4890612258,6636975120,0,706341245,tertiary,ถนนสาครมงคล,False,False,77.77945157123969,,,,,,,,1.0,272.22808049933894
4890612258,1108909554,0,706341245,tertiary,ถนนสาครมงคล,False,True,475.517624674268,,,,,,,,1.0,1664.311686359938
4890612259,4890612260,0,497502943,residential,,False,False,105.18870255668897,,,,,,,,1.0,368.16045894841136
4890612259,4890612828,0,497502943,residential,,False,True,79.27315763603397,,,,,,,,1.0,277.4560517261189
4890612259,4890612486,0,"[497502786, 497502787]",residential,,False,False,106.70048965878333,,,,,,,,1.0,373.45171380574163
4890612260,4890612261,0,497502943,residential,,False,False,57.34438762649146,,,,,,,,1.0,200.7053566927201
4890612260,4890612259,0,497502943,residential,,False,True,105.18870255668897,,,,,,,,1.0,368.16045894841136
4890612260,5474394777,0,"[497502940, 497502941]",residential,,False,"[False, True]",90.2365909145064,,,,,,,,1.0,315.82806820077235
4890612261,4890612260,0,497502943,residential,,False,True,57.34438762649146,,,,,,,,1.0,200.7053566927201
4890612290,4890611688,0,243188687,residential,Thanon Rajuthit Soi  34,False,True,47.36941355763952,,,,,,,,1.0,165.7929474517383
4890612290,4890612291,0,497502880,residential,,False,False,87.83313252623392,,,,,,,,1.0,307.4159638418187
4890612290,2506098044,0,243188687,residential,Thanon Rajuthit Soi  34,False,False,220.46210997107676,,,,,,,,1.0,771.6173848987687
4890612290,13417405317,0,1462750860,residential,,False,False,29.910412488721587,,,,,,,,1.0,104.68644371052555
4890612291,4890612290,0,497502880,residential,,False,True,87.83313252623392,,,,,,,,1.0,307.4159638418187
4890612469,2506087963,0,"[497502946, 497502788]",residential,,False,False,152.6472442337377,,,,,,,,1.0,534.265354818082
4890612482,4890611718,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,41.148848377190944,,,,,,,,1.0,144.02096932016832
4890612482,5460392224,0,497502812,residential,,False,False,200.38762445339552,,,,,,,,1.0,701.3566855868843
4890612486,4890612259,0,"[497502786, 497502787]",residential,,False,True,106.70048965878333,,,,,,,,1.0,373.45171380574163
4890612487,2506097885,0,243188709,residential,,False,False,47.33834393579263,,,,,,,,1.0,165.6842037752742
4890612487,4890612871,0,497502949,residential,,False,False,43.68087879226372,,,,,,,,1.0,152.883075772923
4890612487,2506098579,0,243188709,residential,,False,True,47.192680805402446,,,,,,,,1.0,165.17438281890855
4890612497,4890612848,0,497502947,residential,Thanon Rajuthit Soi 23,False,True,208.7126279526378,,,,,,,,1.0,730.4941978342323
4890612499,4890612699,0,48598023,tertiary,ถนนราษฏร์อุทิศ,True,False,42.84902755997335,,,,,,,,1.0,149.97159645990672
4890612499,2506088001,0,497502897,residential,Soi Plubuthit,False,False,217.58559313948183,,,,,,,,1.0,761.5495759881865
4890612503,4890613733,0,497502809,residential,Soi Pratatoonpornutit,False,True,67.26504766585973,,,,,,,,1.0,235.42766683050905
4890612503,13327840483,0,706341245,tertiary,ถนนสาครมงคล,False,False,26.24255527098906,,,,,,,,1.0,91.84894344846171
4890612503,2506090791,0,706341245,tertiary,ถนนสาครมงคล,False,True,29.576665023130985,,,,,,,,1.0,103.51832758095844
4890612519,4890613578,0,497502791,residential,,False,True,66.82380252231913,,,,,,,,1.0,233.88330882811695
4890612622,1680666527,0,155690867,residential,,False,False,103.42933611848204,,,,,,,,1.0,362.00267641468713
4890612622,1680666335,0,155690867,residential,,False,True,49.4949027096249,,,,,,,,1.0,173.23215948368716
4890612622,4890611715,0,"[497502934, 497502935]",residential,,False,False,128.79086796769326,,,,,,,,1.0,450.76803788692644
4890612632,8634028449,0,48598023,tertiary,ถนนราษฏร์อุทิศ,True,False,46.3418745403194,,,,,,,,1.0,162.1965608911179
4890612632,2506088160,0,"[243188008, 497502948]",residential,Thanon Chokesaman 5 Soi 7,False,"[False, True]",251.7753561750131,,,,,,,,1.0,881.2137466125458
4890612636,5460392236,0,243188645,residential,,False,False,29.399135180697527,,,,,,,,1.0,102.89697313244135
4890612636,2506089434,0,243188645,residential,,False,True,84.52399151209102,,,,,,,,1.0,295.83397029231855
4890612636,4890613738,0,497502811,residential,,False,True,80.22012283188144,,,,,,,,1.0,280.77042991158504
4890612655,4890612864,0,497502908,residential,,False,False,92.84231416648625,,,,,,,,1.0,324.94809958270184
4890612655,8634635616,0,706341245,tertiary,ถนนสาครมงคล,False,False,6.54319623809469,,,,,,,,1.0,22.901186833331415
4890612655,2506095129,0,706341245,tertiary,ถนนสาครมงคล,False,True,23.64733842127436,,,,,,,,1.0,82.76568447446026
4890612656,4890612861,0,497502909,residential,,False,False,82.97762929090689,,,,,,,,1.0,290.42170251817413
4890612656,13301238883,0,706341245,tertiary,ถนนสาครมงคล,False,False,12.130891629638691,,,,,,,,1.0,42.45812070373542
4890612656,4890613578,0,706341245,tertiary,ถนนสาครมงคล,False,True,23.31908566152077,,,,,,,,1.0,81.6167998153227
4890612678,1680667364,0,"[155691089, 1447304004]",residential,เพชรเกษม ซอย 20,False,False,83.45049370530435,,,,,,,,1.0,292.07672796856525
4890612678,8634015010,0,155691089,residential,,False,True,351.85566877491885,,,,,,,,1.0,1231.494840712216
4890612678,8635033142,0,931372205,residential,,False,False,61.214549559334856,,,,,,,,1.0,214.250923457672
4890612699,4900466012,0,48598023,tertiary,ถนนราษฏร์อุทิศ,True,False,70.9400580208343,,,,,,,,1.0,248.29020307292006
4890612699,8348444496,0,898362721,residential,,False,False,145.4720916858564,,,,,,,,1.0,509.15232090049744
4890612815,2506086038,0,243188025,residential,Thanon Suttihansa,False,True,26.561091556092528,,,,,,,,1.0,92.96382044632385
4890612815,4890612254,0,497502870,residential,Soi 13 Suttihansa Road,False,False,41.10004841407181,,,,,,,,1.0,143.85016944925133
4890612815,2506086294,0,"[243188025, 706335013]",residential,Thanon Suttihansa,False,False,72.31497597224129,,,,,,,,1.0,253.10241590284448
4890612823,4890612828,0,"[569148477, 497502942]",residential,,False,True,184.16338905682645,,,,,,,,1.0,644.5718616988926
4890612828,4890612259,0,497502943,residential,,False,False,79.27315763603397,,,,,,,,1.0,277.4560517261189
4890612828,4890612829,0,497502943,residential,,False,True,7.628545000209256,,,,,,,,1.0,26.699907500732394
4890612828,4890612823,0,"[569148477, 497502942]",residential,,False,False,184.16338905682647,,,,,,,,1.0,644.5718616988927
4890612829,4890612828,0,497502943,residential,,False,False,7.628545000209256,,,,,,,,1.0,26.699907500732394
4890612829,4890612258,0,567178126,unclassified,,False,True,126.89116456377366,,,,,,,,1.0,444.1190759732078
4890612829,4890612839,0,497502945,unclassified,,False,True,66.52892928661369,,,,,,,,1.0,232.85125250314792
4890612835,4890612839,0,497502944,residential,,False,False,56.85416738433547,,,,,,,,1.0,198.98958584517413
4890612839,4890612835,0,497502944,residential,,False,True,56.85416738433547,,,,,,,,1.0,198.98958584517413
4890612839,4890612829,0,497502945,unclassified,,False,False,66.52892928661369,,,,,,,,1.0,232.85125250314792
4890612839,2506087963,0,"[497502945, 95637138]",unclassified,,False,"[False, True]",214.40925314755793,,,,,,,,1.0,750.4323860164527
4890612843,4890611718,0,497502814,residential,Thanon Suthi Patchara,False,False,189.64849699073676,,,,,,,,1.0,663.7697394675787
4890612848,2506088527,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,54.28962051120897,,,,,,,,1.0,190.0136717892314
4890612848,4890612497,0,497502947,residential,Thanon Rajuthit Soi 23,False,False,208.71262795263775,,,,,,,,1.0,730.4941978342321
4890612857,2506088278,0,243188685,residential,Soi 3/4 Sakormmongkol 2,False,False,54.37453940183822,,,,,,,,1.0,190.31088790643378
4890612857,4890612858,0,497502865,residential,,False,False,46.27882902520172,,,,,,,,1.0,161.97590158820603
4890612857,2506088533,0,243188685,residential,Soi 3/4 Sakormmongkol 2,False,True,141.57135429075717,,,,,,,,1.0,495.4997400176501
4890612858,4890612857,0,497502865,residential,,False,True,46.27882902520172,,,,,,,,1.0,161.97590158820603
4890612861,4890612656,0,497502909,residential,,False,True,82.97762929090689,,,,,,,,1.0,290.42170251817413
4890612863,2506091259,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,64.89215372175323,,,,,,,,1.0,227.1225380261363
4890612863,2506091066,0,"[243188568, 497502795]",residential,Soi 4 Sakornmongkol,False,False,196.47489245874357,,,,,,,,1.0,687.6621236056025
4890612864,4890612655,0,497502908,residential,,False,True,92.84231416648625,,,,,,,,1.0,324.94809958270184
4890612867,2506098110,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,206.39845083252104,,,,,,,,1.0,722.3945779138236
4890612867,4890613588,0,497502796,residential,,False,True,174.56601337688647,,,,,,,,1.0,610.9810468191026
4890612869,4890613589,0,497502797,residential,,False,False,73.00368088175601,,,,,,,,1.0,255.51288308614605
4890612869,2506097914,0,243188772,tertiary,Thanon Rajuthit Soi 33,False,False,125.76198689455734,,,,,,,,1.0,440.16695413095067
4890612869,2506096670,0,243188772,tertiary,Thanon Rajuthit Soi 33,False,True,83.62255701728995,,,,,,,,1.0,292.6789495605148
4890612870,4890611688,0,497502854,residential,,False,True,101.86375569521412,,,,,,,,1.0,356.52314493324945
4890612871,4890612487,0,497502949,residential,,False,True,43.68087879226372,,,,,,,,1.0,152.883075772923
4890612871,2506098523,0,"[243188548, 497502807]",residential,Thanon Sakornmongkol 2 Soi 21,False,"[False, True]",222.11275886084343,,,,,,,,1.0,777.394656012952
4890612871,2506098205,0,"[243188657, 497502949]",residential,Thanon Sakornmongkol 2 Soi 19,False,False,231.2798678967596,,,,,,,,1.0,809.4795376386586
4890613037,4890612632,0,48598023,tertiary,ถนนราษฏร์อุทิศ,True,False,90.59451029745344,,,,,,,,1.0,317.08078604108704
4890613037,8643108429,0,497502602,residential,,False,True,76.14786159296077,,,,,,,,1.0,266.51751557536267
4890613040,8634671109,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,32.44823121846411,,,,,,,,1.0,113.56880926462438
4890613040,2506087039,0,497502603,residential,,False,True,222.57013169704797,,,,,,,,1.0,778.9954609396679
4890613570,1680667329,0,706341245,tertiary,ถนนสาครมงคล,False,False,106.77125524492158,,,,,,,,1.0,373.6993933572255
4890613570,8635042221,0,706341245,tertiary,ถนนสาครมงคล,False,True,38.5483041162276,,,,,,,,1.0,134.9190644067966
4890613570,12925078718,0,1396486866,residential,,False,True,75.16263069535246,,,,,,,,1.0,263.0692074337336
4890613578,4890612519,0,497502791,residential,,False,False,66.82380252231913,,,,,,,,1.0,233.88330882811695
4890613578,4890612656,0,706341245,tertiary,ถนนสาครมงคล,False,False,23.31908566152077,,,,,,,,1.0,81.6167998153227
4890613578,4890613581,0,706341245,tertiary,ถนนสาครมงคล,False,True,35.35168767864051,,,,,,,,1.0,123.73090687524179
4890613581,4890613582,0,497502810,residential,Soi 3/5 Sakormmongkol 2,False,False,68.6176092420451,,,,,,,,1.0,240.16163234715788
4890613581,4890613578,0,706341245,tertiary,ถนนสาครมงคล,False,False,35.35168767864051,,,,,,,,1.0,123.73090687524179
4890613581,8634798737,0,706341245,tertiary,ถนนสาครมงคล,False,True,34.269846207638984,,,,,,,,1.0,119.94446172673645
4890613581,13327840488,0,567178128,residential,Soi Gaewjaiutit,False,True,125.439769822826,,,,,,,,1.0,439.039194379891
4890613582,4890613583,0,497502792,residential,,False,False,35.915832051976444,,,,,,,,1.0,125.70541218191755
4890613582,4890613581,0,497502810,residential,Soi 3/5 Sakormmongkol 2,False,True,68.6176092420451,,,,,,,,1.0,240.16163234715788
4890613582,2506090178,0,"[497502810, 243188724]",residential,Soi 3/5 Sakormmongkol 2,False,False,181.86447771422675,,,,,,,,1.0,636.5256719997936
4890613583,4890613582,0,497502792,residential,,False,True,35.915832051976444,,,,,,,,1.0,125.70541218191755
4890613583,2506090178,0,"[497502792, 567178129, 700908563]",residential,,False,"[False, True]",217.2562145607504,,,,,,,,1.0,760.3967509626265
4890613583,2506090178,1,"[497502794, 243188484]",residential,Thanon Rajuthit Soi 25,False,"[False, True]",133.18490066846977,,,,,,,,1.0,466.1471523396442
4890613588,2506096359,0,706341245,tertiary,ถนนสาครมงคล,False,False,6.164990449042628,,,,,,,,1.0,21.5774665716492
4890613588,2506096496,0,706341245,tertiary,ถนนสาครมงคล,False,True,19.207813040076967,,,,,,,,1.0,67.22734564026939
4890613588,4890612867,0,497502796,residential,,False,False,174.56601337688647,,,,,,,,1.0,610.9810468191026
4890613589,4890612869,0,497502797,residential,,False,True,73.00368088175601,,,,,,,,1.0,255.51288308614605
4890613590,2506100241,0,497502850,residential,,False,False,52.90319431912223,,,,,,,,1.0,185.1611801169278
4890613733,4890612503,0,497502809,residential,Soi Pratatoonpornutit,False,False,67.26504766585973,,,,,,,,1.0,235.42766683050905
4890613738,4890612636,0,497502811,residential,,False,False,80.22012283188144,,,,,,,,1.0,280.77042991158504
4893013045,4900490240,0,243188720,residential,Thanon Rattana Uthit Soi 2,False,False,90.26783196975268,,,,,,,,1.0,315.93741189413436
4893013045,8634759752,0,567178130,residential,,False,True,38.63167822561394,,,,,,,,1.0,135.2108737896488
4893013045,8642883736,0,932341364,residential,,False,False,60.267906986230834,,,,,,,,1.0,210.9376744518079
4893016628,4893016630,0,497787803,residential,,False,False,152.73171864067237,,,,,,,,1.0,534.5610152423533
4893016630,2506088001,0,243188038,residential,,False,False,29.185557487391545,,,,,,,,1.0,102.1494512058704
4893016630,2506088160,0,243188038,residential,,False,True,22.72076215054569,,,,,,,,1.0,79.52266752690991
4893016630,4893016628,0,497787803,residential,,False,True,152.73171864067237,,,,,,,,1.0,534.5610152423533
4900464579,796720013,0,1396178766,residential,Soi Klongdamrei,False,False,12.364735990843378,,,,,,,,1.0,43.27657596795183
4900464579,8642257134,0,706302594,residential,Soi Klongdamrei,False,True,34.70419589073746,,,,,,,,1.0,121.46468561758111
4900464579,986090102,0,"[84963066, 959974134]",primary,ถนนกาญจนวณิชย์,True,False,24.240765966562385,,3,,,,,,3.0,254.52804264890506
4900464580,1966404349,0,96941857,residential,,False,False,56.50650524408661,,,,,,,,1.0,197.77276835430314
4900464580,4900464598,0,498671389,residential,,False,False,85.85386317875272,,,,,,,,1.0,300.4885211256345
4900464580,4900466448,0,96941857,residential,,False,True,83.33612488853863,,,,,,,,1.0,291.6764371098852
4900464580,4900464597,0,498671389,residential,,False,True,94.71053350446832,,,,,,,,1.0,331.4868672656391
4900464584,1115585385,0,1204844051,residential,ถนนประชาธิปัตย์,False,False,21.637741653293823,,,,,,,,1.0,75.73209578652838
4900464584,1123399600,0,"[969757850, 1204844052, 185951074]",residential,ถนนประชาธิปัตย์,False,True,33.65137840183312,yes,,,,,,,1.0,117.77982440641593
4900464587,1123399639,0,530314558,residential,,False,False,44.97796372917643,,,,,,,,1.0,157.4228730521175
4900464587,1123399771,0,498671391,residential,,False,False,180.5179612566371,,,,,,,,1.0,631.8128643982299
4900464587,8932057454,0,530314558,residential,,False,True,241.76788133345403,,,,,,,,1.0,846.1875846670891
4900464589,2507400767,0,243314472,residential,ถนนกาญจนวณิชย์ ซอย 17/1,False,False,78.63220220808837,,2,,,,,,2.0,550.4254154566186
4900464589,2507400787,0,243314472,residential,ถนนกาญจนวณิชย์ ซอย 17/1,False,True,18.20193789990455,,2,,,,,,2.0,127.41356529933185
4900464589,4900464590,0,498671411,residential,,False,False,47.182832695824864,,,,,,,,1.0,165.13991443538703
4900464590,4900464589,0,498671411,residential,,False,True,47.182832695824864,,,,,,,,1.0,165.13991443538703
4900464591,2506086906,0,498671412,residential,,False,False,46.5802411556682,,,,,,,,1.0,163.0308440448387
4900464593,1680667348,0,155691026,residential,Thanon Rajuthit Soi 18,False,False,108.85768648669388,,,,,,,,1.0,381.0019027034286
4900464593,1680667513,0,155691026,residential,Thanon Rajuthit Soi 18,False,True,21.164338215842218,,,,,,,,1.0,74.07518375544777
4900464593,4900466245,0,498671705,residential,,False,True,90.89212292019243,,,,,,,,1.0,318.12243022067355
4900464594,4900464595,0,498671413,residential,Soi 2 Klongren Road 1,False,False,56.5244940181074,,,,,,,,1.0,197.83572906337588
4900464594,2507400685,0,498671413,residential,Soi 2 Klongren Road 1,False,True,47.02714373672232,,,,,,,,1.0,164.59500307852812
4900464594,4900465188,0,498671474,residential,,False,False,45.02302069307411,,,,,,,,1.0,157.58057242575939
4900464595,2505176360,0,71380780,tertiary,ถนนคลองเรียน 1,False,False,69.03363351981328,,4,,,,,,4.0,966.4708692773859
4900464595,849403490,0,71380780,tertiary,ถนนคลองเรียน 1,False,True,55.44472578317018,,4,,,,,,4.0,776.2261609643825
4900464595,4900464596,0,498671413,residential,Soi 2 Klongren Road 1,False,False,29.55431871366865,,,,,,,,1.0,103.44011549784028
4900464595,4900464594,0,498671413,residential,Soi 2 Klongren Road 1,False,True,56.5244940181074,,,,,,,,1.0,197.83572906337588
4900464596,4900464595,0,498671413,residential,Soi 2 Klongren Road 1,False,True,29.55431871366865,,,,,,,,1.0,103.44011549784028
4900464597,2506086831,0,706104219,tertiary,ถนนศุภสารรังสรรค์,False,False,86.03850118533255,,2,,,,,,2.0,602.2695082973279
4900464597,4900464580,0,498671389,residential,,False,False,94.71053350446832,,,,,,,,1.0,331.4868672656391
4900464597,947896971,0,706104219,tertiary,ถนนศุภสารรังสรรค์,False,True,63.22691715743536,,2,,,,,,2.0,442.5884201020475
4900464598,4900464580,0,498671389,residential,,False,True,85.85386317875272,,,,,,,,1.0,300.4885211256345
4900464598,856214538,0,969757849,residential,ถนนประชาธิปัตย์,False,False,72.27684996486944,,,,,,,,1.0,252.96897487704305
4900464598,1115585385,0,969757849,residential,ถนนประชาธิปัตย์,False,True,60.313238816337375,,,,,,,,1.0,211.0963358571808
4900464605,4900464606,0,498671405,residential,Soi 1 Nipatsongkaew 4 Road,False,False,65.85451325700085,,,,,,,,1.0,230.49079639950295
