osmid,y,x,highway,street_count,junction,longitude,latitude,pop_male,pop_female,pop_total,households,gridcode,flood_distance_deg,flood_level
2506095966,7.0213331,100.4680835,,1,,100.4680835,7.0213331,24,33,57,17,2,0.00018638438171870983,2
2506096006,7.0213195,100.459093,,3,,100.459093,7.0213195,26,26,52,24,3,0.0010273923693321031,3
2506096016,7.0213667,100.4605435,,3,,100.4605435,7.0213667,25,34,59,18,4,0.000716073143509465,4
2506096044,7.021437,100.4599643,,3,,100.4599643,7.021437,24,20,44,19,3,0.0010891357337016077,3
2506096119,7.0215047,100.4528201,,1,,100.4528201,7.0215047,16,26,42,25,3,0.0010952303587908193,3
2506096128,7.0215054,100.4605159,,3,,100.4605159,7.0215054,17,16,33,23,4,0.000777259062937566,4
2506096155,7.0215425,100.4537112,,3,,100.4537112,7.0215425,22,26,48,33,3,0.0005422229689182289,3
2506096175,7.0215367,100.4654814,,1,,100.4654814,7.0215367,27,32,59,29,3,0.00029391755432448875,3
2506096208,7.0216032,100.4661868,,3,,100.4661868,7.0216032,27,18,45,26,2,0.000358810079763042,2
2506096242,7.0215794,100.4578913,,1,,100.4578913,7.0215794,25,32,57,17,1,0.0005045710250813814,1
2506096273,7.0216902,100.463228,,3,,100.463228,7.0216902,19,32,51,29,1,0.0005391706459839468,1
2506096291,7.0216798,100.4690141,,3,,100.4690141,7.0216798,22,34,56,25,2,0.0011785961901106723,2
2506096310,7.0217454,100.4683243,,4,,100.4683243,7.0217454,20,19,39,34,2,0.000641550229137178,2
2506096350,7.0218804,100.4521693,,1,,100.4521693,7.0218804,21,29,50,24,5,0.0012776558025331909,5
2506096359,7.021884,100.4536885,,3,,100.4536885,7.021884,18,29,47,25,3,0.00020860453948135253,3
2506096486,7.0220838,100.4521978,,1,,100.4521978,7.0220838,18,20,38,27,5,0.0011001977705623574,5
2506096496,7.022112,100.4536793,,4,,100.4536793,7.022112,26,29,55,28,3,7.629049586743704e-05,3
2506096623,7.0223443,100.4660877,,4,,100.4660877,7.0223443,26,23,49,23,5,0.000594932266178985,5
2506096642,7.0223355,100.4553738,,3,,100.4553738,7.0223355,23,24,47,21,2,0.0005827450810850128,2
2506096652,7.0223514,100.4547337,,1,,100.4547337,7.0223514,20,22,42,20,5,0.00030735997003540535,5
2506096670,7.022352,100.4538234,,3,,100.4538234,7.022352,23,19,42,27,3,0.00027851313401634813,3
2506096706,7.0223842,100.4580413,,1,,100.4580413,7.0223842,18,23,41,17,1,0.00032566010281565694,1
2506096763,7.0224011,100.4625468,,3,,100.4625468,7.0224011,20,22,42,28,3,0.0005619408566585054,3
2506097017,7.0227819,100.4582771,,3,,100.4582771,7.0227819,20,14,34,17,1,0.0007860714226982265,1
2506097046,7.0227728,100.4572524,,3,,100.4572524,7.0227728,24,31,55,22,1,0.0009573998671672002,1
2506097061,7.0227744,100.4569,,3,,100.4569,7.0227744,26,20,46,22,3,0.0011723033493498732,3
2506097080,7.0227787,100.4565513,,3,,100.4565513,7.0227787,22,22,44,28,3,0.0010169586684387402,3
2506097089,7.0227698,100.4562043,,3,,100.4562043,7.0227698,21,31,52,22,2,0.0008012094063159568,2
2506097241,7.0230041,100.4572502,,3,,100.4572502,7.0230041,35,31,66,23,1,0.0011366570466568849,1
2506097254,7.0229929,100.4582819,,3,,100.4582819,7.0229929,27,24,51,21,1,0.0009801570072105364,1
2506097270,7.0230071,100.459333,,1,,100.459333,7.0230071,19,26,45,23,1,0.00026616697570242123,1
2506097286,7.0230454,100.4536414,,3,,100.4536414,7.0230454,18,22,40,20,5,0.000736078286993588,5
2506097382,7.0231396,100.4562129,,1,,100.4562129,7.0231396,30,33,63,20,3,0.0006115260733059,3
2506097412,7.0231505,100.4565427,,1,,100.4565427,7.0231505,19,24,43,33,3,0.0006671381681837027,3
2506097427,7.0231637,100.4568969,,1,,100.4568969,7.0231637,16,26,42,21,3,0.0008730563214166522,3
2506097442,7.0231931,100.4572512,,1,,100.4572512,7.0231931,17,28,45,30,3,0.0011456610956747976,3
2506097599,7.0234467,100.4536251,,3,,100.4536251,7.0234467,29,38,67,26,5,0.0008847677367080008,5
2506097885,7.0236925,100.4513238,,3,,100.4513238,7.0236925,17,34,51,21,2,0.0007617063671563043,2
2506097914,7.0237304,100.4550987,,3,,100.4550987,7.0237304,17,35,52,24,2,0.0008736504274539644,2
2506097928,7.0237544,100.4518225,,1,,100.4518225,7.0237544,30,33,63,29,2,0.00026087011484984775,2
2506098044,7.023834,100.4588695,,1,,100.4588695,7.023834,22,26,48,29,2,0.0010349190773979453,2
2506098110,7.0238706,100.4553172,,4,,100.4553172,7.0238706,24,25,49,22,5,0.0007196401050153814,5
2506098142,7.0238561,100.4553408,,3,,100.4553408,7.0238561,21,25,46,27,5,0.0007311795516932504,5
2506098193,7.0238653,100.4553582,,3,,100.4553582,7.0238653,17,26,43,31,5,0.0007204093983387641,5
2506098205,7.0239281,100.4536056,,3,,100.4536056,7.0239281,20,30,50,22,5,0.0006709556975142887,5
2506098237,7.0239269,100.4553881,,3,,100.4553881,7.0239269,16,40,56,25,5,0.0006570542739256473,5
2506098255,7.0239217,100.4552429,,3,,100.4552429,7.0239217,16,21,37,17,5,0.0006840708773771781,5
2506098284,7.0239674,100.4552577,,4,,100.4552577,7.0239674,17,29,46,13,5,0.0006361161494640116,5
2506098392,7.0241174,100.4554338,,3,,100.4554338,7.0241174,23,25,48,25,5,0.0004662479201248784,5
2506098431,7.0242289,100.4538848,,1,,100.4538848,7.0242289,26,22,48,18,5,0.0003792016367906858,5
2506098441,7.0241899,100.4624136,,3,,100.4624136,7.0241899,22,31,53,23,1,0.0012704455627415283,1
2506098502,7.0244342,100.4592471,,3,,100.4592471,7.0244342,21,34,55,30,2,0.0003678223511103109,2
2506098512,7.0244385,100.4617316,,3,,100.4617316,7.0244385,28,26,54,27,1,0.0010394832749750485,1
2506098523,7.0244519,100.4535843,,4,,100.4535843,7.0244519,21,31,52,24,5,0.00021149707570364916,5
2506098546,7.024441,100.4629121,,3,,100.4629121,7.024441,17,31,48,20,1,0.0012801482469955037,1
2506098579,7.0245245,100.4514755,,3,,100.4514755,7.0245245,14,28,42,23,3,0.0006106736262375464,3
2506098644,7.0246686,100.4616943,,3,,100.4616943,7.0246686,28,23,51,22,1,0.0008431784592506233,1
2506098663,7.024663,100.4755813,,3,,100.4755813,7.024663,20,21,41,24,2,0.0006734285969127459,2
2506098729,7.0247307,100.4622889,,3,,100.4622889,7.0247307,20,29,49,25,1,0.0007161058594618459,1
2506098773,7.0248566,100.4562605,,3,,100.4562605,7.0248566,26,14,40,27,2,0.0008670230672714451,2
2506098804,7.0248372,100.4535687,,3,,100.4535687,7.0248372,25,20,45,27,5,0.00031195836714781224,5
2506098813,7.0248646,100.4595684,,3,,100.4595684,7.0248646,20,23,43,16,2,0.0002816631317365292,2
2506098847,7.0248681,100.4516685,,4,,100.4516685,7.0248681,13,31,44,26,3,0.0005031686220205332,3
2506098891,7.0250241,100.4598844,,3,,100.4598844,7.0250241,23,28,51,18,5,0.0004947218052188291,5
2506099035,7.0252464,100.4641487,,3,,100.4641487,7.0252464,17,39,56,16,3,0.001961364978782377,3
2506099141,7.0253378,100.4614408,,3,,100.4614408,7.0253378,27,21,48,15,1,0.0006473550452488268,1
2506099162,7.0253354,100.460855,,3,,100.460855,7.0253354,13,23,36,21,4,0.00044580334261842656,4
2506099195,7.0253827,100.4622566,,3,,100.4622566,7.0253827,19,28,47,24,1,0.00017656490334079305,1
2506099230,7.0253678,100.4572471,,3,,100.4572471,7.0253678,32,36,68,23,5,0.00017090216155274466,5
2506099262,7.0254173,100.4535452,,3,,100.4535452,7.0254173,18,27,45,15,5,0.000858745515607495,5
2506099290,7.0254278,100.4627181,,3,,100.4627181,7.0254278,21,22,43,27,1,0.0006348646334715084,1
2506099316,7.0254431,100.4529607,,1,,100.4529607,7.0254431,25,17,42,25,2,0.0008608938715652368,2
2506099400,7.0255266,100.4639585,,3,,100.4639585,7.0255266,21,26,47,24,1,0.0018731884641868426,1
2506099421,7.0255672,100.4591768,,1,,100.4591768,7.0255672,29,21,50,25,5,0.00043350832159551577,5
2506099472,7.0256493,100.4582626,,3,,100.4582626,7.0256493,18,25,43,22,2,0.00041687950851569634,2
2506099481,7.0258238,100.4649111,,1,,100.4649111,7.0258238,23,28,51,22,3,0.0021345362821729307,3
2506099593,7.0257921,100.45353,,3,,100.45353,7.0257921,23,32,55,21,1,0.001148556708927791,1
2506099642,7.0258347,100.464904,,4,,100.464904,7.0258347,18,39,57,22,3,0.0021468121131343683,3
2506099654,7.0258495,100.4643128,,3,,100.4643128,7.0258495,19,31,50,28,1,0.001863205057739408,1
2506099672,7.025874,100.4659949,,4,,100.4659949,7.025874,35,26,61,15,4,0.0011806102143268283,4
2506099740,7.0259603,100.4523228,,1,,100.4523228,7.0259603,25,34,59,23,3,0.0013976346315067237,3
2506099750,7.0259681,100.4583612,,3,,100.4583612,7.0259681,26,20,46,25,3,0.0006747179185099503,3
2506099820,7.0262136,100.4591695,,1,,100.4591695,7.0262136,31,21,52,20,2,0.00041543072541520886,2
2506099948,7.0262192,100.4609482,,4,,100.4609482,7.0262192,17,25,42,16,4,0.0009625945797560709,4
2506099955,7.0262456,100.4584333,,3,,100.4584333,7.0262456,17,22,39,27,3,0.0008873723584970961,3
2506099964,7.026268,100.4598944,,1,,100.4598944,7.026268,23,26,49,29,2,0.00031158737215779465,2
2506100018,7.0263655,100.4549737,,1,,100.4549737,7.0263655,23,22,45,24,1,0.0004070954699885578,1
2506100033,7.0263594,100.4658067,,3,,100.4658067,7.0263594,21,27,48,24,1,0.0014676071699146539,1
2506100067,7.0263613,100.458774,,3,,100.458774,7.0263613,21,26,47,20,2,0.0008169502243571163,2
2506100151,7.0264391,100.4560828,,1,,100.4560828,7.0264391,13,24,37,17,5,0.001430537272083286,5
2506100168,7.026465,100.4584279,,3,,100.4584279,7.026465,21,26,47,22,3,0.0010967003565030974,3
2506100210,7.0265344,100.4534999,,3,,100.4534999,7.0265344,22,26,48,27,1,0.0011201386588729702,1
2506100241,7.0265475,100.4579686,,3,,100.4579686,7.0265475,27,34,61,18,2,0.0011320255683554077,2
2506100301,7.0266123,100.4656802,,3,,100.4656802,7.0266123,18,21,39,20,1,0.0014800859106169721,1
2506100540,7.0267209,100.465643,,3,,100.465643,7.0267209,18,30,48,22,1,0.0014852329212589343,1
2506100820,7.0269926,100.46555,,4,,100.46555,7.0269926,15,18,33,21,1,0.0015360151581979644,1
2506102117,7.0285655,100.4819941,,4,,100.4819941,7.0285655,22,23,45,21,5,0.001588186733298861,5
2507400589,7.0041774,100.4806249,,3,,100.4806249,7.0041774,23,19,42,28,5,0.0004562267642669754,5
2507400591,7.0048863,100.4807529,,4,,100.4807529,7.0048863,13,21,34,19,5,0.0004525948317354037,5
2507400593,7.0051391,100.4808031,,3,,100.4808031,7.0051391,18,10,28,29,5,0.0006769105827617277,5
2507400597,7.0053011,100.4823223,,3,,100.4823223,7.0053011,30,22,52,19,5,0.0015694003540088633,5
2507400599,7.0054209,100.4841412,,3,,100.4841412,7.0054209,22,18,40,37,1,0.00044215326938597477,1
2507400604,7.0060459,100.4822272,,3,,100.4822272,7.0060459,25,24,49,28,2,0.0010473609421641488,2
2507400607,7.0061299,100.4848286,,3,,100.4848286,7.0061299,24,33,57,23,1,0.0007542268654443397,1
2507400609,7.0062024,100.4829999,,3,,100.4829999,7.0062024,23,31,54,12,1,0.0007516084341298515,1
2507400612,7.0062726,100.4821874,,3,,100.4821874,7.0062726,17,24,41,21,2,0.0008173848162119088,2
2507400614,7.0062955,100.4813157,,1,,100.4813157,7.0062955,22,29,51,26,2,0.0010999732990345703,2
2507400618,7.0064097,100.4821668,,3,,100.4821668,7.0064097,21,22,43,19,2,0.0006787843241964336,2
2507400624,7.0065665,100.482152,,1,,100.482152,7.0065665,21,23,44,19,2,0.0005213746318868152,2
2507400625,7.0065735,100.4830517,,1,,100.4830517,7.0065735,19,22,41,27,1,0.0007695939774801945,1
2507400630,7.0067137,100.4817773,,1,,100.4817773,7.0067137,18,20,38,25,2,0.0004798799347517904,2
2507400638,7.0067511,100.4810494,,4,,100.4810494,7.0067511,23,25,48,28,5,0.0007146542235728239,5
2507400639,7.0067613,100.4809199,,3,,100.4809199,7.0067613,20,19,39,16,5,0.0005974524051284407,5
2507400647,7.0071263,100.4858574,,3,,100.4858574,7.0071263,21,30,51,24,2,0.0008825040731653206,2
2507400648,7.0072124,100.4867961,,1,,100.4867961,7.0072124,25,31,56,24,2,0.0008911883315577193,2
2507400649,7.0075007,100.4845654,,3,,100.4845654,7.0075007,24,24,48,33,3,0.00041775208578735153,3
2507400651,7.0076728,100.4858801,,3,,100.4858801,7.0076728,16,28,44,26,2,0.00044305366712505436,2
2507400652,7.0077357,100.4878787,,3,,100.4878787,7.0077357,22,23,45,21,1,0.0006534708449166112,1
2507400655,7.0081196,100.4858401,,3,,100.4858401,7.0081196,15,23,38,23,2,0.0004573836571436548,2
2507400664,7.0081731,100.4865471,,1,,100.4865471,7.0081731,18,21,39,28,2,0.0003924625248952074,2
2507400671,7.0082004,100.4851551,,3,,100.4851551,7.0082004,16,17,33,20,2,0.0007930808886126903,2
2507400677,7.0088112,100.4847675,,3,,100.4847675,7.0088112,15,31,46,31,2,0.0001940694841793374,2
2507400682,7.0093185,100.4862502,,1,,100.4862502,7.0093185,20,35,55,22,1,0.0002648330757677752,1
2507400685,7.0098317,100.4862249,,4,,100.4862249,7.0098317,23,22,45,18,1,0.0002496320491430192,1
2507400688,7.0098712,100.4878597,,3,,100.4878597,7.0098712,21,32,53,30,5,0.0009488304587684994,5
2507400689,7.0099696,100.4815863,,4,,100.4815863,7.0099696,15,21,36,31,1,0.0005594338393208473,1
2507400690,7.0099721,100.4814553,,3,,100.4814553,7.0099721,29,21,50,20,1,0.0004896809691843256,1
2507400695,7.0103875,100.4843733,,3,,100.4843733,7.0103875,20,13,33,24,5,0.0010437739125149631,5
2507400696,7.0105513,100.4816799,,4,,100.4816799,7.0105513,16,27,43,19,1,0.0004504892016172775,1
2507400698,7.010559,100.4815532,,3,,100.4815532,7.010559,18,27,45,27,1,0.0003349467342365203,1
2507400701,7.0106043,100.4833385,,3,,100.4833385,7.0106043,15,18,33,27,3,0.0015352102757521869,3
2507400702,7.0106707,100.4843638,,1,,100.4843638,7.0106707,26,22,48,26,5,0.0010830792305229736,5
2507400704,7.0108411,100.4843392,,1,,100.4843392,7.0108411,18,25,43,19,5,0.0011580490649348127,5
2507400706,7.0108979,100.4861777,,3,,100.4861777,7.0108979,16,26,42,23,3,0.0004866344456984011,3
2507400707,7.0109072,100.4878889,,3,,100.4878889,7.0109072,18,21,39,26,5,0.0009431656639348341,5
2507400708,7.0110181,100.485303,,3,,100.485303,7.0110181,22,26,48,14,5,0.0006120804609912189,5
2507400710,7.0112947,100.4878944,,3,,100.4878944,7.0112947,17,29,46,25,5,0.0011312699444325524,5
2507400710,7.0112947,100.4878944,,3,,100.4878944,7.0112947,17,29,46,25,1,0.0011312699444325524,1
2507400711,7.0113144,100.4861607,,3,,100.4861607,7.0113144,20,28,48,26,3,0.0009021641573145668,3
2507400715,7.0116942,100.4879,,3,,100.4879,7.0116942,26,19,45,19,5,0.0009046377620730013,5
2507400715,7.0116942,100.4879,,3,,100.4879,7.0116942,26,19,45,19,1,0.0009046377620730013,1
2507400716,7.0117126,100.486155,,3,,100.486155,7.0117126,19,26,45,25,5,0.0009996224868342634,5
2507400716,7.0117126,100.486155,,3,,100.486155,7.0117126,19,26,45,25,1,0.0009996224868342634,1
2507400717,7.011699,100.4843382,,1,,100.4843382,7.011699,17,16,33,20,3,0.0007026318288962404,3
2507400720,7.0118588,100.4852694,,3,,100.4852694,7.0118588,20,20,40,19,3,0.0010680676720667733,3
2507400724,7.0120357,100.4890648,,1,,100.4890648,7.0120357,20,30,50,24,2,0.0009355217422950856,2
2507400724,7.0120357,100.4890648,,1,,100.4890648,7.0120357,20,30,50,24,4,0.0009355217422950856,4
2507400734,7.0124047,100.4898703,,1,,100.4898703,7.0124047,25,39,64,17,2,0.0012317395679619265,2
2507400734,7.0124047,100.4898703,,1,,100.4898703,7.0124047,25,39,64,17,4,0.0012317395679619265,4
2507400739,7.0128199,100.4888321,,3,,100.4888321,7.0128199,15,22,37,20,2,0.00012690227734129392,2
2507400739,7.0128199,100.4888321,,3,,100.4888321,7.0128199,15,22,37,20,4,0.00012690227734129392,4
2507400740,7.0128602,100.4879231,,3,,100.4879231,7.0128602,17,27,44,30,4,5.6831671336651856e-05,4
2507400741,7.0128891,100.4874736,,3,,100.4874736,7.0128891,21,27,48,22,4,0.00044392305463975267,4
2507400742,7.0128976,100.4827128,,1,,100.4827128,7.0128976,30,28,58,31,1,0.0010596291312593017,1
2507400742,7.0128976,100.4827128,,1,,100.4827128,7.0128976,30,28,58,31,3,0.0010596291312593017,3
2507400744,7.0129182,100.4870218,,1,,100.4870218,7.0129182,19,23,42,23,3,0.0008340725361457794,3
2507400748,7.013029,100.4818547,,3,,100.4818547,7.013029,18,21,39,28,1,0.0007563818929751448,1
2507400748,7.013029,100.4818547,,3,,100.4818547,7.013029,18,21,39,28,3,0.0007563818929751448,3
2507400749,7.0130146,100.4896912,,3,,100.4896912,7.0130146,25,28,53,29,3,0.0007432684302577023,3
2507400750,7.0130469,100.486111,,3,,100.486111,7.0130469,18,23,41,18,3,0.0007064418225503147,3
2507400752,7.0131585,100.4810528,,1,,100.4810528,7.0131585,24,31,55,20,1,0.0011882214102441877,1
2507400752,7.0131585,100.4810528,,1,,100.4810528,7.0131585,24,31,55,20,3,0.0011882214102441877,3
2507400753,7.0131212,100.4868502,,1,,100.4868502,7.0131212,14,23,37,25,3,0.0006706265849812881,3
2507400764,7.0132626,100.4874989,,1,,100.4874989,7.0132626,22,18,40,27,4,0.0005424009688173914,4
2507400767,7.0132493,100.4905238,,3,,100.4905238,7.0132493,14,19,33,26,3,0.001065447480779203,3
2507400768,7.0133202,100.4897137,,1,,100.4897137,7.0133202,29,27,56,26,3,0.0004491361799640706,3
2507400769,7.0133358,100.4746463,,3,,100.4746463,7.0133358,18,25,43,27,4,0.0008770047422998717,4
2507400771,7.0135012,100.4913228,,3,,100.4913228,7.0135012,19,20,39,28,1,0.0013226572775126174,1
2507400772,7.0135753,100.4735914,,3,,100.4735914,7.0135753,22,18,40,27,4,0.0012130111500147892,4
2507400773,7.0136879,100.4826451,,3,,100.4826451,7.0136879,29,20,49,25,1,0.0005651889337925326,1
2507400773,7.0136879,100.4826451,,3,,100.4826451,7.0136879,29,20,49,25,3,0.0005651889337925326,3
2507400774,7.0137168,100.4921109,,3,,100.4921109,7.0137168,15,21,36,30,1,0.0008669713833648086,1
2507400776,7.0138372,100.492551,,3,,100.492551,7.0138372,13,31,44,29,1,0.00083091896174654,1
2507400778,7.0138793,100.486722,,3,,100.486722,7.0138793,20,24,44,23,3,0.00038377091225156684,3
2507400782,7.0140632,100.4833494,,3,,100.4833494,7.0140632,17,15,32,38,1,0.0013042316118169264,1
2507400782,7.0140632,100.4833494,,3,,100.4833494,7.0140632,17,15,32,38,3,0.0013042316118169264,3
2507400783,7.0140651,100.4837621,,1,,100.4837621,7.0140651,22,17,39,27,2,0.0014118510994516158,2
2507400785,7.0140928,100.4894428,,3,,100.4894428,7.0140928,31,30,61,20,3,0.00037048831644523794,3
2507400787,7.0141124,100.4904092,,3,,100.4904092,7.0141124,20,30,50,21,3,0.0009018815350679366,3
2507400788,7.0141235,100.4860251,,1,,100.4860251,7.0141235,25,25,50,22,4,0.00043598435646235897,4
2507400789,7.0141371,100.4867134,,3,,100.4867134,7.0141371,22,20,42,22,3,0.0005354410262198065,3
2507400790,7.0141978,100.4843733,,1,,100.4843733,7.0141978,25,26,51,25,2,0.0011123169510233793,2
2507400792,7.0142835,100.4748006,,3,,100.4748006,7.0142835,16,26,42,23,4,0.0014992571491833724,4
2507400793,7.0143016,100.4911913,,3,,100.4911913,7.0143016,18,34,52,20,1,0.0009354658499249914,1
2507400795,7.0143379,100.4893729,,3,,100.4893729,7.0143379,25,22,47,25,5,0.00032329461018307444,5
2507400796,7.0143495,100.4851811,,3,,100.4851811,7.0143495,24,20,44,23,2,0.0003319177146018686,2
2507400797,7.0143767,100.4867099,,3,,100.4867099,7.0143767,27,15,42,23,3,0.0007295241690975799,3
2507400798,7.0144095,100.4871874,,1,,100.4871874,7.0144095,21,27,48,16,3,0.0006676605650767994,3
2507400800,7.0144979,100.4833681,,3,,100.4833681,7.0144979,26,31,57,28,1,0.0014866005357516679,1
2507400800,7.0144979,100.4833681,,3,,100.4833681,7.0144979,26,31,57,28,3,0.0014866005357516679,3
2507400801,7.0145212,100.4903764,,3,,100.4903764,7.0145212,34,19,53,21,5,0.0007954971880424075,5
2507400804,7.0146003,100.4843518,,3,,100.4843518,7.0146003,27,32,59,31,2,0.0008485643878266462,2
2507400806,7.0146693,100.4903664,,3,,100.4903664,7.0146693,24,23,47,28,5,0.0007877717001639358,5
2507400807,7.0146709,100.4851657,,3,,100.4851657,7.0146709,12,28,40,29,2,0.00026580458976107474,2
2507400808,7.0147203,100.4910673,,3,,100.4910673,7.0147203,30,31,61,26,1,0.0010252233981804858,1
2507400809,7.0147231,100.4892631,,3,,100.4892631,7.0147231,21,33,54,19,5,0.00034940519254382605,5
2507400813,7.0149287,100.4879208,,3,,100.4879208,7.0149287,17,26,43,24,1,0.0008982485468626215,1
2507400815,7.0149452,100.4903479,,3,,100.4903479,7.0149452,19,30,49,15,5,0.0008458784919753692,5
2507400816,7.0149139,100.4851711,,3,,100.4851711,7.0149139,20,34,54,30,2,0.00041179772405465574,2
2507400819,7.0150517,100.4879384,,3,,100.4879384,7.0150517,30,30,60,30,1,0.0009370494467545487,1
2507400821,7.0150735,100.4903098,,3,,100.4903098,7.0150735,18,34,52,25,4,0.0008034409962348938,4
2507400825,7.0151475,100.4892104,,4,,100.4892104,7.0151475,21,19,40,16,4,0.00045992340393076584,4
2507400837,7.015206,100.4844766,,3,,100.4844766,7.015206,23,28,51,23,2,0.00023616146444776625,2
2507400842,7.01524,100.4833896,,3,,100.4833896,7.01524,24,25,49,32,3,0.0011152423861023795,3
2507400844,7.0153104,100.4906502,,1,,100.4906502,7.0153104,21,19,40,24,3,0.000968186710856582,3
2507400844,7.0153104,100.4906502,,1,,100.4906502,7.0153104,21,19,40,24,1,0.000968186710856582,1
2507400845,7.0152917,100.4829427,,3,,100.4829427,7.0152917,33,25,58,26,3,0.0009586532235022902,3
2507400846,7.0153322,100.4918419,,3,,100.4918419,7.0153322,26,30,56,18,1,0.0007868237904264143,1
2507400847,7.0153635,100.4824872,,4,,100.4824872,7.0153635,25,21,46,26,2,0.0009741612867873419,2
2507400849,7.0154065,100.4889626,,1,,100.4889626,7.0154065,24,31,55,20,4,0.0006208162462668404,4
2507400850,7.0154185,100.4936166,,4,,100.4936166,7.0154185,26,23,49,18,4,0.00013341226859403668,4
2507400851,7.0154356,100.4795571,,3,,100.4795571,7.0154356,15,28,43,28,2,0.0011465852628827701,2
2507400855,7.0154978,100.4791119,,3,,100.4791119,7.0154978,18,22,40,21,2,0.0008347312080988008,2
2507400856,7.015489,100.4880012,,3,,100.4880012,7.015489,19,28,47,24,5,0.0007656803729157933,5
2507400860,7.0155696,100.4906332,,3,,100.4906332,7.0155696,28,28,56,21,3,0.0007140241839126802,3
2507400860,7.0155696,100.4906332,,3,,100.4906332,7.0155696,28,28,56,21,1,0.0007140241839126802,1
2507400864,7.0156088,100.4900701,,3,,100.4900701,7.0156088,22,26,48,31,4,0.0005233139193208071,4
2507400865,7.0156496,100.4910248,,3,,100.4910248,7.0156496,11,16,27,22,3,0.0008545796137913359,3
2507400865,7.0156496,100.4910248,,3,,100.4910248,7.0156496,11,16,27,22,1,0.0008545796137913359,1
2507400867,7.0156538,100.4951216,,1,,100.4951216,7.0156538,21,34,55,19,5,0.0003785452640193044,5
2507400868,7.0157279,100.4913906,,1,,100.4913906,7.0157279,24,22,46,32,3,0.001105049704340052,3
2507400868,7.0157279,100.4913906,,1,,100.4913906,7.0157279,24,22,46,32,1,0.001105049704340052,1
2507400869,7.0157441,100.4710111,,3,,100.4710111,7.0157441,23,18,41,21,2,0.0007805676503847841,2
2507400871,7.0158124,100.4892083,,3,,100.4892083,7.0158124,23,37,60,24,4,0.000545210863815341,4
2507400872,7.0158127,100.4906173,,3,,100.4906173,7.0158127,29,23,52,27,3,0.00048112874230913115,3
2507400872,7.0158127,100.4906173,,3,,100.4906173,7.0158127,29,23,52,27,1,0.00048112874230913115,1
2507400875,7.0159322,100.4876398,,1,,100.4876398,7.0159322,31,25,56,27,5,0.0004214873600141648,5
2507400877,7.0159588,100.4959408,,3,,100.4959408,7.0159588,24,20,44,19,3,0.00042473718904082917,3
2507400878,7.0159595,100.4844742,,3,,100.4844742,7.0159595,15,23,38,16,2,0.0005536952242530868,2
2507400879,7.0159709,100.4754035,,3,,100.4754035,7.0159709,25,26,51,29,5,0.002178802672886234,5
2507400880,7.0160467,100.4752922,,3,,100.4752922,7.0160467,23,22,45,26,5,0.0023129203186400883,5
2507400881,7.0160671,100.4922669,,3,,100.4922669,7.0160671,15,25,40,22,3,0.0006750174634418916,3
2507400882,7.0160798,100.4886095,,1,,100.4886095,7.0160798,26,35,61,30,2,0.00022069907764922495,2
2507400883,7.0160885,100.4802418,,3,,100.4802418,7.0160885,17,34,51,31,4,0.00023803440266687633,4
2507400885,7.0161037,100.4892073,,3,,100.4892073,7.0161037,16,23,39,26,2,0.0004801324685029469,2
2507400886,7.0161098,100.4897882,,1,,100.4897882,7.0161098,22,31,53,25,3,0.0006439144963577989,3
2507400886,7.0161098,100.4897882,,1,,100.4897882,7.0161098,22,31,53,25,1,0.0006439144963577989,1
2507400888,7.0161345,100.4903369,,1,,100.4903369,7.0161345,25,30,55,25,3,0.00014036680849761004,3
2507400888,7.0161345,100.4903369,,1,,100.4903369,7.0161345,25,30,55,25,1,0.00014036680849761004,1
2507400889,7.0161559,100.4790772,,3,,100.4790772,7.0161559,21,40,61,22,2,0.0003404626343366674,2
2507400890,7.016152,100.4787683,,3,,100.4787683,7.016152,16,28,44,30,2,9.969371527348584e-05,2
2507400893,7.0161874,100.4922536,,3,,100.4922536,7.0161874,30,23,53,28,3,0.0006660147750808626,3
2507400894,7.0162206,100.4953172,,3,,100.4953172,7.0162206,22,30,52,23,2,0.00010372025770965326,2
2507400895,7.0162425,100.4899454,,1,,100.4899454,7.0162425,25,20,45,23,3,0.00047132600385333686,3
2507400895,7.0162425,100.4899454,,1,,100.4899454,7.0162425,25,20,45,23,1,0.00047132600385333686,1
2507400896,7.0162821,100.4874383,,1,,100.4874383,7.0162821,20,23,43,25,3,0.0003564154913637634,3
2507400898,7.0163019,100.4811222,,3,,100.4811222,7.0163019,14,28,42,21,1,0.00013793621500171182,1
2507400899,7.0163392,100.4721965,,3,,100.4721965,7.0163392,21,17,38,22,2,0.0017340817686676265,2
2507400900,7.0163451,100.4761707,,3,,100.4761707,7.0163451,24,22,46,31,1,0.001977469977125071,1
2507400902,7.0163907,100.4709398,,3,,100.4709398,7.0163907,17,31,48,31,2,0.0005417244844242581,2
2507400903,7.0164024,100.4948841,,3,,100.4948841,7.0164024,22,18,40,28,2,0.0005539429221237556,2
2507400904,7.0164443,100.4783255,,3,,100.4783255,7.0164443,25,32,57,26,2,0.00046685392422958364,2
2507400910,7.0164541,100.4892142,,4,,100.4892142,7.0164541,23,28,51,18,2,0.0005070886466037221,2
2507400915,7.0165208,100.4878055,,3,,100.4878055,7.0165208,21,20,41,26,5,0.0002927298655705328,5
2507400918,7.016539,100.4721286,,3,,100.4721286,7.016539,15,17,32,30,2,0.0015871399029938088,2
